file_id	library_strategy	project_id	sample_type	is_ffpe	plate_id	hospital	read_length	source_center	date_of_shipment	experimental_protocol_type	normal_control_proximity_to_tumor	platform	experimental_strategy	tumor_sample_weight	ratio_28s_18s	a260_a280_ratio	percent_gc_content	library_name	instrument_model	design	center_name	volume	quantity	concentration	necrosis_percent	tumor_nuclei_percent
cb3524ce-ac32-4ac0-8244-2a36237a3b27	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0692	Fox Chase Cancer Center	50	22	2009-11-18	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	NA	2.1	1.8	48	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	20	90
44c7ec22-18dd-43ac-8a26-8fc72b16e32d	RNA-Seq	TCGA-LUSC	Solid Tissue Normal	NO	2045	Washington University - St. Louis	48	22	2011-11-09	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	NA	1.5	NA	48	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	NA	NA
815af8d3-05d2-47cc-a815-b22ca9baef16	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0980	Indivumed	50	22	2010-05-05	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	100	1.3	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.74	0.14	20	70
0ee03e2f-2853-436e-8c01-eac68a08f873	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1100	Cureline	50	22	2010-07-14	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	230	1.6	1.8	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	5	95
3e24e9a1-1e54-4a36-8903-c5b2bc597458	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1820	University of Pittsburgh	50	22	2011-06-15	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	680	1.6	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	30	70
c750c458-316f-46bb-bc3b-972acca2734d	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A27Q	University of Pittsburgh	48	23	2013-03-25	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	270	1.22	1.78	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	20	40
67d7c574-a3e8-47c7-885b-6fed92d0fcac	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A26W	Washington University - CHUV	48	23	2013-02-27	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	200	1.39	1.9	48	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	10	60
1bf1247c-2d37-4580-8836-fe96a5fe6ea4	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1635	Fox Chase Cancer Center	50	22	2011-03-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	200	1.06	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.74	0.14	10	70
12f5e2a8-71ae-4f56-8f75-c8fd36dbe94a	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1443	University of Pittsburgh	50	22	2010-11-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	400	1.1	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	30	70
d852d1c4-3c2f-46ae-9484-e6a476c2365b	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1820	Christiana Healthcare	50	22	2011-06-15	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	310	2.38	1.7	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	10	95
44252d9d-d560-46f2-bae7-d7d113970d19	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A26W	Asterand	48	23	2013-02-27	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	3009	1.38	1.9	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	5	80
3229ccfa-39b3-49b7-98a0-2d8ba1f07d8e	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0851	Indivumed	50	22	2010-03-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	100	1.4	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.73	0.13	20	70
8bd4f042-bd4a-44e1-88fd-71e51b30e0e6	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	2045	Prince Charles Hospital	48	22	2011-11-09	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	112	1.27	NA	47	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	10	66
1a673add-9a48-4e34-979a-acefd4f01fdf	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1635	Princess Margaret Hospital (Canada)	50	22	2011-03-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	123	1.54	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.27	0.16	15	80
02a722e8-68bf-43db-91a8-405e58cede46	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0692	Fox Chase Cancer Center	50	22	2009-11-18	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	NA	1.8	1.8	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	15	80
cbe79a08-97c9-4e4e-8a61-37d229765d31	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1443	MSKCC	50	22	2010-11-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	200	1.5	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	0	100
a80a73b1-7bb3-4689-8931-4dfd0d3eea1c	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A27Q	Prince Charles Hospital	48	23	2013-03-25	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	240	1.43	1.82	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	20	60
bbb9c38e-6134-4107-8793-c5b734a8e207	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	2326	Asterand	48	22	2012-06-27	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	275	1.47	NA	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	18	80
12545133-aef5-483b-972a-3b60ed3332da	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0851	Roswell Park	50	22	2010-03-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	250	0.5	1.9	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	5	80
edf9cb9b-6b03-4b80-b5ed-ca7e663f3a54	RNA-Seq	TCGA-LUSC	Solid Tissue Normal	NO	1758	UNC	50	22	2011-05-11	Allprep RNA Extraction	Adjacent (< or = 2cm)	Illumina	RNA-Seq	NA	1.33	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	NA	NA
8d019e5c-e386-49cb-af94-367cf9711f51	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	2296	International Genomics Consortium	48	22	2012-06-04	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	174	1.7	NA	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.73	0.13	20	80
d375a349-a628-43c6-98c2-2c374074203a	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1201	Johns Hopkins	50	22	2010-08-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	NA	1.7	1.8	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	20	80
899b1c25-9cb9-4c68-aeef-71cef743a56a	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A26W	Washington University - CALGB	48	23	2013-02-27	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	130	1.41	1.85	48	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	5	70
cf36aaae-fcc6-4ad2-b2ed-c55775fb71b5	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1635	International Genomics Consortium	50	22	2011-03-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	136	1.1	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	3	85
94c263a4-7691-41d2-98b9-0167ad0fe5f2	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1635	Princess Margaret Hospital (Canada)	50	22	2011-03-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	127	1.26	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	30	80
35bb9c34-aace-48fd-9340-8458372d7be3	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0692	Fox Chase Cancer Center	50	22	2009-11-18	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	NA	2.5	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	15	80
a634027a-7303-4db9-a101-c59f2c46f625	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0851	Roswell Park	50	22	2010-03-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	300	1.3	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	10	80
4a982684-93ca-464b-b26b-8b1bf62fb705	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1820	Roswell Park	50	22	2011-06-15	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	300	1.17	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	10	80
9bf983e4-c524-4e30-9ca7-6d3d185bddb4	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1201	Mayo Clinic - Rochester	50	22	2010-08-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	200	1.5	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	20	85
2c268323-8615-4adc-8171-5ab958c5af59	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A26W	Ontario Institute for Cancer Research	48	23	2013-02-27	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	250	1.57	1.87	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	1.95	0.15	20	80
5b532e69-657b-492c-af35-9cb616af9ae7	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1949	University of Pittsburgh	50	22	2011-08-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	310	1.63	1.7	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	0	70
c9379335-a6f0-412d-a7cc-508b2b6b8a85	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1820	MSKCC	50	22	2011-06-15	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	200	1.35	1.7	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	0	70
ac05b23c-cd73-4f6a-81a8-79fdb182627a	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A24H	International Genomics Consortium	48	23	2012-11-07	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	68	1.55	1.89	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	8	85
ef2b3353-ad94-46f1-858d-e330225203b1	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0692	Mayo Clinic - Rochester	50	22	2009-11-18	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	200	1.5	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	10	70
06c5cd2c-3dd7-4a2f-8d99-9f29d558b7ec	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A262	International Genomics Consortium	48	23	2013-01-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	28	1.42	1.89	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	0	67
ad24c3b1-fb73-41dd-a5e5-a4aa8f5989c3	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0980	St. Joseph's Medical Center (MD)	50	22	2010-05-05	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	200	1.7	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	20	80
e0eeada8-39f0-4c87-9bec-bedac898049a	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1820	University of Pittsburgh	50	22	2011-06-15	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	200	1.52	1.7	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	25	70
733e4647-0f58-400b-94c2-7b178db5583f	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	2247	Prince Charles Hospital	48	22	2012-04-18	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	102	1.85	NA	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	55	73
3a2c470d-9286-4e21-99e0-fdb28c715dc0	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	2125	University of Miami	48	22	2012-01-09	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	150	1.56	NA	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	0	80
14fcfaf2-a420-4fff-8c2d-1bca045a1c42	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0692	Mayo Clinic - Rochester	50	22	2009-11-18	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	200	1.3	1.8	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	30	90
4603588a-003b-417b-a7f9-bacc6e4fbc78	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A26W	Washington University - CHUV	48	23	2013-02-27	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	150	1.22	1.88	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	1.95	0.15	0	70
73d54cc5-404f-4ba0-9659-2c2fd0073d64	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0851	Indivumed	50	22	2010-03-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	100	1.5	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	20	70
91e6b50d-b854-45e1-8644-eb2ea0099a8e	RNA-Seq	TCGA-LUSC	Solid Tissue Normal	NO	1635	Mayo Clinic - Rochester	50	22	2011-03-30	Allprep RNA Extraction	Adjacent (< or = 2cm)	Illumina	RNA-Seq	NA	1.88	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.27	0.16	NA	NA
7fdba8d6-2056-4efe-9e6e-67a4089cd9de	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0980	Princess Margaret Hospital (Canada)	50	22	2010-05-05	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	119	0.7	1.7	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	20	80
9babf3f8-d939-4d6b-9548-88a41be10b05	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1443	MSKCC	50	22	2010-11-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	200	0.5	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	0	95
56f876dd-7e07-4bf1-a672-ac629905a8b5	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A26W	Ontario Institute for Cancer Research	48	23	2013-02-27	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	250	1.51	1.87	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	10	90
4fa39f9c-6863-4186-959d-b060a7d9c581	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	2403	International Genomics Consortium	48	22	2012-09-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	60	1.29	NA	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2	0.15	0	60
e7685084-1e31-48f6-8e5c-44f9b309bdd6	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1635	Mayo Clinic - Rochester	50	22	2011-03-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	200	1.43	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.47	0.13	10	90
770d3f70-0ebc-491a-b5ce-8b2cdba0a9d1	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	2247	Washington University - Alabama	48	22	2012-04-18	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	220	1.1	NA	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.73	0.13	0	20
163f1238-3988-4030-a1b5-ba71516eec93	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A24H	Thoraxklinik at University Hospital Heidelberg	48	23	2012-11-07	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	120	1.42	1.83	48	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	5	60
eeea8a1f-1967-4a88-8f3e-f746070d62b8	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	1820	Asterand	50	22	2011-06-15	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	762	1.6	1.7	52	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	0	90
a8fc6715-48d0-4976-82cf-716ef61de725	RNA-Seq	TCGA-LUSC	Solid Tissue Normal	NO	1635	Mayo Clinic - Rochester	50	22	2011-03-30	mirVana (Allprep DNA) RNA	unknown	Illumina	RNA-Seq	NA	1.5	1.7	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	3.47	0.13	NA	NA
f08a284a-681e-4a7b-bee0-508fbaec55ff	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0851	Roswell Park	50	22	2010-03-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	300	1.5	1.9	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	5	80
36ce07c5-a22b-4d3c-af6f-91f70fb79705	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	A262	Washington University - Alabama	48	23	2013-01-30	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	350	1.25	1.82	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.08	0.16	0	20
31f5492c-7b65-40f6-93eb-a60d78918133	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	2247	Asterand	48	22	2012-04-18	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	300	1.55	NA	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.86	0.14	20	80
1afdafa1-3778-4edb-8688-1327e621d546	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0980	Princess Margaret Hospital (Canada)	50	22	2010-05-05	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	56	1.5	1.8	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	26.7	4.01	0.15	15	70
d59e5333-572c-4562-a881-6caf1cffe965	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	0851	Roswell Park	50	22	2010-03-10	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	300	1.7	1.8	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	2.13	0.16	10	80
e20c2ce2-52b7-41c0-a591-6e6280033c8e	RNA-Seq	TCGA-LUSC	Primary Tumor	NO	2045	International Genomics Consortium	48	22	2011-11-09	Allprep RNA Extraction	unknown	Illumina	RNA-Seq	66	1.28	NA	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13.3	1.73	0.13	10	65
